C1;C2;C3;C4;C5;C6
0,9871;0,9148;0,8936;0,0293;0,0474;0,0453
0,9869;0,9120;0,8894;0,0338;0,0430;0,0473
0,9871;0,9119;0,8854;0,0366;0,0422;0,0459
0,9867;0,9100;0,8885;0,0345;0,0469;0,0437
0,9865;0,9026;0,8934;0,0366;0,0460;0,0469
0,9872;0,8915;0,8933;0,0402;0,0474;0,0521
0,9854;0,8886;0,8872;0,0438;0,0458;0,0527
0,9836;0,8936;0,8897;0,0459;0,0476;0,0465
0,9810;0,9006;0,8897;0,0471;0,0456;0,0370
0,9780;0,9068;0,8960;0,0456;0,0437;0,0380
0,9757;0,9007;0,9055;0,0433;0,0425;0,0359
0,9762;0,8930;0,8913;0,0432;0,0436;0,0373
0,9746;0,8961;0,8907;0,0400;0,0456;0,0335
0,9759;0,8994;0,8836;0,0423;0,0466;0,0322
0,9761;0,9020;0,8976;0,0407;0,0430;0,0299
0,9723;0,8899;0,8965;0,0426;0,0430;0,0298
0,9738;0,8836;0,8977;0,0416;0,0435;0,0329
0,9756;0,8841;0,8966;0,0436;0,0391;0,0358
0,9738;0,8877;0,8932;0,0417;0,0406;0,0312
0,9748;0,8919;0,8902;0,0387;0,0398;0,0288
0,9733;0,8931;0,9000;0,0410;0,0409;0,0303
0,9736;0,8946;0,9055;0,0430;0,0426;0,0362
0,9712;0,8952;0,9160;0,0427;0,0422;0,0412
0,9678;0,8985;0,9164;0,0427;0,0454;0,0399
0,9672;0,8993;0,9187;0,0434;0,0392;0,0443
0,9671;0,8994;0,9174;0,0433;0,0399;0,0375
0,9664;0,8976;0,9160;0,0413;0,0353;0,0374
0,9642;0,8978;0,9103;0,0403;0,0327;0,0378
0,9636;0,9000;0,9110;0,0443;0,0350;0,0304
0,9642;0,9012;0,9077;0,0490;0,0335;0,0384
0,9643;0,9035;0,9105;0,0511;0,0319;0,0419
0,9648;0,9114;0,9121;0,0510;0,0409;0,0440
0,9635;0,9128;0,9156;0,0486;0,0374;0,0442
0,9660;0,9081;0,9243;0,0464;0,0423;0,0435
0,9638;0,9138;0,9227;0,0443;0,0416;0,0488
0,9649;0,9046;0,9277;0,0425;0,0399;0,0448
0,9673;0,8982;0,9353;0,0471;0,0416;0,0446
0,9684;0,9008;0,9396;0,0502;0,0478;0,0491
0,9681;0,9041;0,9453;0,0504;0,0458;0,0469
0,9671;0,8963;0,9437;0,0474;0,0447;0,0481
0,9693;0,8936;0,9421;0,0495;0,0467;0,0421
0,9665;0,8906;0,9340;0,0481;0,0486;0,0399
0,9647;0,8869;0,9352;0,0440;0,0517;0,0381
0,9640;0,8921;0,9351;0,0447;0,0519;0,0412
0,9665;0,8962;0,9359;0,0421;0,0577;0,0395
0,9674;0,8967;0,9415;0,0391;0,0571;0,0421
0,9655;0,8936;0,9348;0,0381;0,0565;0,0409
0,9649;0,8850;0,9416;0,0375;0,0570;0,0385
0,9638;0,8935;0,9432;0,0381;0,0562;0,0438
0,9624;0,8966;0,9441;0,0370;0,0588;0,0405
0,9644;0,8919;0,9433;0,0330;0,0589;0,0441
0,9617;0,8968;0,9437;0,0360;0,0596;0,0441
0,9650;0,8955;0,9517;0,0339;0,0632;0,0427
0,9667;0,8947;0,9508;0,0313;0,0633;0,0416
0,9689;0,8978;0,9502;0,0304;0,0634;0,0383
0,9680;0,8939;0,9500;0,0294;0,0596;0,0365
0,9677;0,8915;0,9569;0,0330;0,0573;0,0355
0,9649;0,8922;0,9533;0,0337;0,0609;0,0383
0,9639;0,8883;0,9521;0,0352;0,0651;0,0384
0,9649;0,8921;0,9574;0,0362;0,0592;0,0392
0,9675;0,9036;0,9578;0,0359;0,0576;0,0384
0,9653;0,8997;0,9651;0,0346;0,0574;0,0399
0,9646;0,8889;0,9580;0,0314;0,0541;0,0432
0,9643;0,8767;0,9530;0,0321;0,0505;0,0372
0,9615;0,8760;0,9563;0,0357;0,0524;0,0351
0,9626;0,8715;0,9515;0,0440;0,0585;0,0405
0,9612;0,8735;0,9485;0,0413;0,0550;0,0380
0,9608;0,8743;0,9493;0,0418;0,0535;0,0372
0,9599;0,8649;0,9435;0,0402;0,0551;0,0369
0,9583;0,8542;0,9382;0,0451;0,0569;0,0354
0,9582;0,8563;0,9354;0,0432;0,0594;0,0406
0,9578;0,8578;0,9356;0,0437;0,0637;0,0414
0,9570;0,8558;0,9417;0,0404;0,0635;0,0475
0,9555;0,8463;0,9481;0,0397;0,0658;0,0483
0,9561;0,8496;0,9405;0,0405;0,0631;0,0513
0,9593;0,8583;0,9411;0,0418;0,0631;0,0473
0,9596;0,8616;0,9459;0,0377;0,0595;0,0456
0,9615;0,8572;0,9533;0,0384;0,0605;0,0465
0,9587;0,8587;0,9547;0,0382;0,0600;0,0492
0,9589;0,8503;0,9553;0,0389;0,0607;0,0509
0,9567;0,8576;0,9553;0,0413;0,0597;0,0521
0,9536;0,8581;0,9593;0,0380;0,0620;0,0474
0,9521;0,8472;0,9535;0,0399;0,0617;0,0462
0,9544;0,8458;0,9505;0,0398;0,0590;0,0478
0,9562;0,8502;0,9564;0,0413;0,0559;0,0406
0,9566;0,8496;0,9552;0,0408;0,0563;0,0418
0,9534;0,8489;0,9545;0,0400;0,0580;0,0417
0,9530;0,8414;0,9519;0,0391;0,0631;0,0449
0,9535;0,8457;0,9374;0,0413;0,0633;0,0474
0,9537;0,8429;0,9379;0,0429;0,0666;0,0433
0,9499;0,8310;0,9380;0,0416;0,0617;0,0424
0,9480;0,8288;0,9317;0,0408;0,0669;0,0396
0,9478;0,8354;0,9249;0,0424;0,0678;0,0424
0,9487;0,8341;0,9218;0,0385;0,0676;0,0350
0,9442;0,8460;0,9251;0,0355;0,0650;0,0356
0,9438;0,8481;0,9376;0,0329;0,0602;0,0334
0,9439;0,8508;0,9444;0,0319;0,0565;0,0352
0,9455;0,8509;0,9374;0,0289;0,0618;0,0368
0,9468;0,8518;0,9410;0,0248;0,0574;0,0330
0,9478;0,8514;0,9371;0,0224;0,0528;0,0323
0,9460;0,8507;0,9334;0,0239;0,0499;0,0317
0,9421;0,8541;0,9304;0,0220;0,0471;0,0314
0,9412;0,8481;0,9343;0,0222;0,0469;0,0307
0,9430;0,8422;0,9370;0,0272;0,0505;0,0285
0,9456;0,8370;0,9343;0,0275;0,0507;0,0279
0,9469;0,8511;0,9320;0,0283;0,0469;0,0245
0,9476;0,8555;0,9373;0,0249;0,0484;0,0260
0,9482;0,8582;0,9406;0,0289;0,0473;0,0282
0,9469;0,8527;0,9464;0,0275;0,0521;0,0293
0,9465;0,8568;0,9376;0,0280;0,0504;0,0276
0,9496;0,8567;0,9380;0,0304;0,0500;0,0268
0,9476;0,8596;0,9319;0,0295;0,0506;0,0298
0,9506;0,8537;0,9319;0,0298;0,0508;0,0246
0,9498;0,8563;0,9287;0,0292;0,0499;0,0244
0,9523;0,8542;0,9287;0,0287;0,0483;0,0203
0,9493;0,8511;0,9237;0,0292;0,0429;0,0201
0,9502;0,8554;0,9152;0,0313;0,0419;0,0167
0,9486;0,8472;0,9058;0,0294;0,0455;0,0181
0,9455;0,8509;0,9033;0,0291;0,0478;0,0199
0,9458;0,8549;0,9024;0,0282;0,0466;0,0258
0,9476;0,8504;0,9004;0,0251;0,0506;0,0264
0,9457;0,8468;0,9063;0,0223;0,0497;0,0295
0,9425;0,8458;0,9013;0,0239;0,0449;0,0295
0,9421;0,8474;0,9085;0,0269;0,0410;0,0251
0,9417;0,8473;0,9172;0,0287;0,0464;0,0288
0,9426;0,8506;0,9073;0,0241;0,0463;0,0365
0,9443;0,8622;0,9088;0,0234;0,0415;0,0378
0,9439;0,8603;0,9099;0,0200;0,0352;0,0375
0,9474;0,8505;0,8949;0,0210;0,0338;0,0334
0,9477;0,8573;0,8858;0,0209;0,0364;0,0350
0,9467;0,8681;0,8922;0,0218;0,0352;0,0369
0,9433;0,8706;0,9057;0,0212;0,0333;0,0442
0,9425;0,8634;0,9111;0,0183;0,0326;0,0423
0,9416;0,8630;0,9110;0,0177;0,0364;0,0458
0,9433;0,8566;0,9108;0,0185;0,0329;0,0486
0,9440;0,8616;0,9177;0,0195;0,0324;0,0465
0,9414;0,8543;0,9296;0,0165;0,0375;0,0515
0,9415;0,8524;0,9243;0,0153;0,0388;0,0557
0,9426;0,8472;0,9136;0,0162;0,0397;0,0520
0,9454;0,8491;0,9018;0,0143;0,0389;0,0500
0,9470;0,8486;0,9092;0,0109;0,0391;0,0450
0,9482;0,8509;0,9090;0,0106;0,0371;0,0449
0,9481;0,8522;0,9106;0,0100;0,0353;0,0465
0,9486;0,8470;0,9021;0,0090;0,0328;0,0492
0,9509;0,8518;0,8973;0,0089;0,0360;0,0478
0,9480;0,8529;0,8975;0,0089;0,0367;0,0457
0,9470;0,8468;0,8993;0,0088;0,0386;0,0472
0,9452;0,8609;0,8962;0,0107;0,0398;0,0502
0,9457;0,8638;0,8951;0,0097;0,0426;0,0440
0,9479;0,8635;0,8924;0,0105;0,0421;0,0452
0,9465;0,8732;0,8990;0,0127;0,0416;0,0442
0,9414;0,8841;0,9031;0,0145;0,0406;0,0481
0,9404;0,8819;0,9092;0,0176;0,0377;0,0495
0,9419;0,8838;0,9042;0,0203;0,0363;0,0509
0,9428;0,8784;0,8902;0,0207;0,0371;0,0481
0,9434;0,8780;0,8870;0,0207;0,0333;0,0462
0,9425;0,8772;0,8833;0,0203;0,0303;0,0475
0,9397;0,8783;0,8858;0,0192;0,0345;0,0458
0,9405;0,8797;0,9033;0,0202;0,0358;0,0481
0,9386;0,8835;0,9074;0,0217;0,0358;0,0464
0,9427;0,8844;0,9222;0,0207;0,0441;0,0469
0,9435;0,8785;0,9250;0,0201;0,0394;0,0456
0,9421;0,8734;0,9200;0,0196;0,0429;0,0432
0,9406;0,8700;0,9202;0,0213;0,0430;0,0439
0,9402;0,8682;0,9281;0,0213;0,0466;0,0465
0,9394;0,8748;0,9363;0,0205;0,0474;0,0458
0,9414;0,8679;0,9344;0,0191;0,0419;0,0485
0,9415;0,8668;0,9333;0,0209;0,0423;0,0509
0,9398;0,8730;0,9253;0,0212;0,0446;0,0488
0,9433;0,8710;0,9306;0,0205;0,0387;0,0435
0,9432;0,8752;0,9373;0,0210;0,0451;0,0437
0,9444;0,8745;0,9378;0,0202;0,0467;0,0433
0,9430;0,8768;0,9336;0,0227;0,0489;0,0416
0,9434;0,8752;0,9353;0,0212;0,0466;0,0448
0,9438;0,8796;0,9363;0,0213;0,0486;0,0501
0,9398;0,8706;0,9371;0,0184;0,0523;0,0477
0,9435;0,8676;0,9350;0,0199;0,0522;0,0467
0,9459;0,8709;0,9327;0,0166;0,0529;0,0451
0,9448;0,8752;0,9380;0,0179;0,0491;0,0435
0,9423;0,8841;0,9419;0,0198;0,0493;0,0492
0,9428;0,8811;0,9384;0,0214;0,0487;0,0482
0,9427;0,8903;0,9318;0,0221;0,0514;0,0463
0,9432;0,8863;0,9322;0,0198;0,0493;0,0510
0,9433;0,8944;0,9343;0,0190;0,0505;0,0520
0,9441;0,8993;0,9365;0,0217;0,0479;0,0554
0,9467;0,8938;0,9337;0,0244;0,0485;0,0517
0,9476;0,8963;0,9330;0,0249;0,0516;0,0497
0,9453;0,8961;0,9314;0,0238;0,0499;0,0473
0,9477;0,8990;0,9352;0,0273;0,0517;0,0489
0,9508;0,8982;0,9369;0,0253;0,0548;0,0537
0,9568;0,8971;0,9344;0,0255;0,0534;0,0527
0,9544;0,9070;0,9346;0,0274;0,0570;0,0505
0,9546;0,9053;0,9430;0,0254;0,0579;0,0505
0,9502;0,9100;0,9388;0,0274;0,0604;0,0472
0,9511;0,9069;0,9412;0,0290;0,0662;0,0453
0,9498;0,9167;0,9392;0,0292;0,0656;0,0499
0,9534;0,9117;0,9430;0,0266;0,0671;0,0467
0,9516;0,9086;0,9375;0,0252;0,0637;0,0481
0,9480;0,9169;0,9365;0,0267;0,0597;0,0423
0,9468;0,9125;0,9434;0,0239;0,0594;0,0408
0,9427;0,9213;0,9367;0,0252;0,0542;0,0405
0,9440;0,9247;0,9315;0,0265;0,0519;0,0347
0,9396;0,9235;0,9253;0,0281;0,0544;0,0364
0,9395;0,9106;0,9188;0,0264;0,0535;0,0395
0,9351;0,9100;0,9183;0,0306;0,0551;0,0358
0,9342;0,9088;0,9109;0,0350;0,0575;0,0363
0,9373;0,9152;0,9092;0,0360;0,0645;0,0368
0,9378;0,9251;0,9140;0,0325;0,0660;0,0338
0,9359;0,9204;0,9185;0,0307;0,0677;0,0317
0,9357;0,9240;0,9152;0,0315;0,0677;0,0377
0,9355;0,9278;0,9169;0,0318;0,0683;0,0346
0,9362;0,9333;0,9183;0,0315;0,0713;0,0396
0,9333;0,9357;0,9183;0,0314;0,0724;0,0372
0,9343;0,9222;0,9177;0,0316;0,0722;0,0402
0,9287;0,9208;0,9253;0,0333;0,0721;0,0395
0,9273;0,9116;0,9286;0,0335;0,0735;0,0407
0,9261;0,9095;0,9382;0,0340;0,0707;0,0476
0,9272;0,9146;0,9344;0,0332;0,0680;0,0445
0,9271;0,9162;0,9346;0,0363;0,0714;0,0451
0,9241;0,9225;0,9276;0,0389;0,0773;0,0480
0,9220;0,9229;0,9247;0,0397;0,0744;0,0588
0,9222;0,9138;0,9339;0,0424;0,0717;0,0536
0,9219;0,8982;0,9283;0,0445;0,0753;0,0520
0,9206;0,8988;0,9335;0,0460;0,0767;0,0544
0,9195;0,8969;0,9268;0,0426;0,0782;0,0547
0,9207;0,8905;0,9206;0,0421;0,0786;0,0523
0,9196;0,8806;0,9170;0,0414;0,0766;0,0542
0,9192;0,8760;0,9141;0,0400;0,0763;0,0519
0,9234;0,8750;0,9175;0,0372;0,0756;0,0484
0,9205;0,8805;0,9193;0,0373;0,0711;0,0509
0,9166;0,8808;0,9184;0,0378;0,0713;0,0508
0,9181;0,8895;0,9176;0,0359;0,0745;0,0496
0,9166;0,8836;0,9180;0,0332;0,0719;0,0493
0,9158;0,8886;0,9117;0,0363;0,0706;0,0458
0,9142;0,8886;0,9085;0,0341;0,0716;0,0468
0,9135;0,8922;0,9137;0,0347;0,0692;0,0456
0,9166;0,8893;0,9054;0,0339;0,0708;0,0435
0,9181;0,8966;0,9130;0,0346;0,0678;0,0392
0,9197;0,8987;0,9130;0,0317;0,0715;0,0411
0,9168;0,8948;0,9096;0,0314;0,0716;0,0412
0,9144;0,8937;0,9124;0,0327;0,0679;0,0351
0,9087;0,8915;0,9195;0,0338;0,0729;0,0316
0,9070;0,8926;0,9243;0,0352;0,0729;0,0345
0,9088;0,8849;0,9267;0,0360;0,0705;0,0354
0,9097;0,8853;0,9298;0,0407;0,0734;0,0351
0,9092;0,8880;0,9207;0,0452;0,0756;0,0361
0,9091;0,8880;0,9185;0,0433;0,0709;0,0317
0,9077;0,8960;0,9137;0,0382;0,0680;0,0283
0,9080;0,9001;0,9218;0,0387;0,0665;0,0315
0,9095;0,8999;0,9205;0,0383;0,0596;0,0364
0,9062;0,9013;0,9244;0,0399;0,0596;0,0366
0,9068;0,9018;0,9271;0,0407;0,0605;0,0394
0,9086;0,9041;0,9224;0,0403;0,0570;0,0433
0,9077;0,8934;0,9197;0,0417;0,0577;0,0385
0,9091;0,8912;0,9232;0,0451;0,0581;0,0390
0,9147;0,8826;0,9184;0,0417;0,0557;0,0369
0,9145;0,8920;0,9167;0,0395;0,0573;0,0328
0,9152;0,8915;0,9150;0,0381;0,0590;0,0351
0,9137;0,8904;0,9131;0,0380;0,0575;0,0390
0,9141;0,8953;0,9126;0,0377;0,0569;0,0383
0,9150;0,8978;0,9098;0,0378;0,0589;0,0435
0,9154;0,8910;0,9057;0,0391;0,0583;0,0447
0,9134;0,8906;0,9056;0,0429;0,0529;0,0418
0,9138;0,8879;0,9014;0,0441;0,0558;0,0373
0,9167;0,8776;0,8970;0,0421;0,0539;0,0413
0,9176;0,8745;0,8901;0,0419;0,0521;0,0409
0,9196;0,8739;0,8895;0,0415;0,0567;0,0418
0,9191;0,8740;0,8947;0,0418;0,0561;0,0355
0,9206;0,8652;0,9028;0,0423;0,0563;0,0377
0,9212;0,8730;0,8972;0,0466;0,0580;0,0381
0,9194;0,8729;0,9103;0,0442;0,0610;0,0342
0,9200;0,8728;0,9053;0,0449;0,0572;0,0377
0,9181;0,8757;0,9108;0,0490;0,0572;0,0398
0,9169;0,8706;0,9079;0,0472;0,0588;0,0480
0,9173;0,8733;0,9024;0,0477;0,0589;0,0488
0,9180;0,8714;0,8996;0,0448;0,0598;0,0458
0,9156;0,8665;0,8992;0,0446;0,0664;0,0436
0,9178;0,8697;0,9012;0,0435;0,0623;0,0487
0,9190;0,8796;0,9056;0,0444;0,0646;0,0448
0,9177;0,8845;0,9035;0,0430;0,0681;0,0483
0,9147;0,8896;0,9000;0,0405;0,0685;0,0499
0,9145;0,8855;0,8970;0,0419;0,0651;0,0500
0,9137;0,8759;0,8958;0,0424;0,0702;0,0438
0,9140;0,8848;0,8928;0,0450;0,0631;0,0443
0,9134;0,8972;0,8908;0,0413;0,0617;0,0377
0,9094;0,9061;0,8958;0,0405;0,0637;0,0358
0,9088;0,9025;0,9098;0,0417;0,0620;0,0407
0,9083;0,8950;0,9064;0,0409;0,0669;0,0465
0,9097;0,8883;0,9025;0,0389;0,0617;0,0483
0,9084;0,8785;0,9038;0,0390;0,0574;0,0444
0,9118;0,8777;0,8988;0,0424;0,0558;0,0484
0,9081;0,8885;0,9022;0,0437;0,0583;0,0454
0,9109;0,8865;0,9016;0,0420;0,0580;0,0435
0,9106;0,8891;0,9105;0,0388;0,0560;0,0458
0,9124;0,8972;0,9129;0,0375;0,0591;0,0480
0,9127;0,8951;0,9117;0,0351;0,0631;0,0478
0,9152;0,9072;0,9082;0,0361;0,0608;0,0492
0,9145;0,9194;0,9087;0,0341;0,0558;0,0493
0,9125;0,9178;0,9187;0,0314;0,0487;0,0485
0,9155;0,9131;0,9117;0,0342;0,0489;0,0492
0,9154;0,9176;0,9071;0,0343;0,0523;0,0467
0,9160;0,9148;0,9055;0,0347;0,0528;0,0488
0,9187;0,9075;0,9049;0,0313;0,0529;0,0487
0,9168;0,9155;0,9018;0,0267;0,0495;0,0473
0,9181;0,9217;0,8966;0,0237;0,0503;0,0452
0,9171;0,9223;0,8965;0,0222;0,0546;0,0446
0,9170;0,9137;0,8966;0,0239;0,0476;0,0418
0,9174;0,9057;0,8917;0,0205;0,0484;0,0382
0,9146;0,9060;0,8937;0,0249;0,0448;0,0386
0,9132;0,9018;0,8989;0,0261;0,0425;0,0344
0,9161;0,8990;0,8977;0,0297;0,0402;0,0335
0,9181;0,9057;0,8985;0,0278;0,0435;0,0408
0,9181;0,9103;0,8897;0,0279;0,0448;0,0390
0,9188;0,9181;0,8894;0,0278;0,0498;0,0375
0,9184;0,9117;0,8970;0,0288;0,0502;0,0372
0,9214;0,9090;0,8936;0,0292;0,0456;0,0388
0,9212;0,9139;0,8897;0,0299;0,0456;0,0351
0,9219;0,9160;0,9030;0,0318;0,0423;0,0347
0,9244;0,9247;0,9128;0,0302;0,0401;0,0344
0,9230;0,9272;0,9172;0,0294;0,0422;0,0393
0,9264;0,9371;0,9233;0,0258;0,0433;0,0414
0,9236;0,9403;0,9142;0,0258;0,0445;0,0401
0,9271;0,9447;0,9109;0,0303;0,0441;0,0422
0,9265;0,9426;0,9096;0,0268;0,0487;0,0391
0,9263;0,9414;0,9079;0,0271;0,0466;0,0362
0,9228;0,9456;0,9052;0,0293;0,0507;0,0361
0,9221;0,9530;0,8937;0,0298;0,0528;0,0435
0,9203;0,9558;0,8979;0,0296;0,0526;0,0373
0,9193;0,9533;0,9017;0,0291;0,0534;0,0346
0,9193;0,9599;0,9093;0,0288;0,0534;0,0385
0,9214;0,9453;0,9070;0,0281;0,0583;0,0384
0,9221;0,9362;0,8991;0,0295;0,0588;0,0420
0,9230;0,9394;0,8837;0,0280;0,0592;0,0389
0,9210;0,9387;0,8838;0,0276;0,0579;0,0378
0,9195;0,9407;0,8889;0,0314;0,0603;0,0434
0,9234;0,9395;0,8869;0,0307;0,0636;0,0416
0,9222;0,9430;0,8980;0,0277;0,0623;0,0459
0,9258;0,9365;0,8979;0,0275;0,0575;0,0494
0,9256;0,9400;0,8974;0,0262;0,0547;0,0435
0,9258;0,9448;0,8918;0,0235;0,0539;0,0446
0,9283;0,9510;0,8950;0,0236;0,0572;0,0440
0,9311;0,9624;0,8870;0,0215;0,0565;0,0461
0,9311;0,9632;0,8940;0,0190;0,0541;0,0459
0,9306;0,9633;0,8983;0,0198;0,0481;0,0454
0,9308;0,9524;0,9054;0,0173;0,0534;0,0447
0,9318;0,9479;0,8977;0,0155;0,0545;0,0484
0,9338;0,9458;0,8977;0,0178;0,0564;0,0499
0,9341;0,9514;0,9003;0,0144;0,0602;0,0459
0,9357;0,9465;0,9042;0,0126;0,0584;0,0515
0,9392;0,9505;0,8988;0,0100;0,0580;0,0480
0,9403;0,9502;0,8882;0,0088;0,0615;0,0494
0,9412;0,9482;0,8904;0,0105;0,0615;0,0491
0,9384;0,9486;0,8897;0,0116;0,0636;0,0457
0,9335;0,9442;0,8876;0,0178;0,0664;0,0480
0,9345;0,9389;0,8909;0,0220;0,0700;0,0458
0,9347;0,9279;0,8899;0,0209;0,0705;0,0509
0,9339;0,9256;0,8811;0,0201;0,0694;0,0487
0,9347;0,9216;0,8717;0,0264;0,0709;0,0426
0,9349;0,9180;0,8662;0,0290;0,0748;0,0466
0,9374;0,9199;0,8785;0,0307;0,0784;0,0477
0,9379;0,9239;0,8835;0,0302;0,0796;0,0534
0,9367;0,9246;0,8862;0,0304;0,0802;0,0517
0,9390;0,9294;0,8862;0,0277;0,0778;0,0465
0,9388;0,9326;0,8868;0,0273;0,0741;0,0510
0,9402;0,9298;0,8941;0,0274;0,0755;0,0499
0,9395;0,9265;0,8914;0,0258;0,0730;0,0529
0,9385;0,9274;0,8939;0,0255;0,0716;0,0535
0,9390;0,9296;0,8928;0,0290;0,0750;0,0523
0,9393;0,9372;0,9036;0,0286;0,0790;0,0537
0,9406;0,9434;0,9093;0,0321;0,0788;0,0610
0,9404;0,9393;0,9171;0,0278;0,0781;0,0611
0,9370;0,9375;0,9129;0,0274;0,0752;0,0642
0,9364;0,9395;0,9176;0,0254;0,0768;0,0559
0,9383;0,9446;0,9162;0,0232;0,0751;0,0601
0,9380;0,9496;0,9178;0,0211;0,0718;0,0542
0,9378;0,9478;0,9270;0,0218;0,0740;0,0562
0,9401;0,9389;0,9207;0,0230;0,0740;0,0590
0,9390;0,9325;0,9192;0,0225;0,0719;0,0573
0,9362;0,9328;0,9194;0,0193;0,0725;0,0557
0,9361;0,9330;0,9218;0,0234;0,0736;0,0548
0,9355;0,9254;0,9192;0,0232;0,0713;0,0527
0,9338;0,9246;0,9274;0,0223;0,0700;0,0509
0,9338;0,9271;0,9201;0,0237;0,0683;0,0583
0,9350;0,9193;0,9277;0,0242;0,0697;0,0601
0,9353;0,9256;0,9312;0,0245;0,0712;0,0584
0,9362;0,9225;0,9416;0,0244;0,0690;0,0597
0,9401;0,9296;0,9319;0,0226;0,0640;0,0603
0,9397;0,9266;0,9286;0,0231;0,0662;0,0563
0,9406;0,9195;0,9347;0,0219;0,0626;0,0531
0,9398;0,9162;0,9227;0,0217;0,0628;0,0541
0,9384;0,9148;0,9134;0,0239;0,0621;0,0547
0,9375;0,9114;0,9105;0,0271;0,0632;0,0503
0,9368;0,9092;0,9105;0,0311;0,0690;0,0561
0,9378;0,9105;0,9178;0,0336;0,0790;0,0620
0,9428;0,9092;0,9169;0,0326;0,0740;0,0671
0,9417;0,9098;0,9133;0,0287;0,0758;0,0607
0,9411;0,8987;0,9148;0,0319;0,0731;0,0613
0,9412;0,9005;0,9142;0,0359;0,0767;0,0609
0,9423;0,8997;0,9167;0,0343;0,0800;0,0628
0,9431;0,9093;0,9153;0,0360;0,0826;0,0682
0,9459;0,9034;0,9077;0,0341;0,0829;0,0672
0,9413;0,8930;0,9016;0,0371;0,0783;0,0712
0,9368;0,8951;0,9063;0,0379;0,0812;0,0689
0,9361;0,8955;0,9078;0,0424;0,0807;0,0685
0,9385;0,8890;0,9063;0,0437;0,0805;0,0747
0,9356;0,8804;0,9103;0,0470;0,0784;0,0754
0,9299;0,8888;0,9025;0,0470;0,0816;0,0725
0,9312;0,8955;0,9036;0,0476;0,0853;0,0712
0,9320;0,8807;0,9061;0,0442;0,0806;0,0732
0,9300;0,8782;0,9002;0,0468;0,0802;0,0703
0,9283;0,8877;0,9003;0,0487;0,0789;0,0685
0,9266;0,8842;0,9019;0,0523;0,0741;0,0646
0,9270;0,8807;0,8942;0,0532;0,0751;0,0575
0,9260;0,8792;0,8947;0,0541;0,0721;0,0565
0,9272;0,8722;0,8880;0,0527;0,0670;0,0558
0,9217;0,8625;0,8877;0,0535;0,0638;0,0545
0,9202;0,8676;0,8928;0,0540;0,0607;0,0515
0,9182;0,8564;0,8931;0,0532;0,0589;0,0473
0,9179;0,8578;0,8848;0,0543;0,0546;0,0441
0,9170;0,8635;0,8852;0,0527;0,0540;0,0451
0,9188;0,8549;0,8831;0,0516;0,0516;0,0433
0,9153;0,8504;0,8847;0,0507;0,0527;0,0414
0,9156;0,8573;0,8835;0,0504;0,0545;0,0416
0,9169;0,8611;0,8945;0,0511;0,0554;0,0406
0,9208;0,8582;0,9016;0,0502;0,0551;0,0410
0,9200;0,8670;0,9003;0,0497;0,0542;0,0400
0,9209;0,8743;0,9063;0,0454;0,0518;0,0444
0,9174;0,8763;0,9062;0,0449;0,0482;0,0469
0,9128;0,8700;0,9069;0,0460;0,0507;0,0498
0,9147;0,8664;0,9035;0,0463;0,0462;0,0551
0,9149;0,8690;0,9065;0,0499;0,0467;0,0459
0,9174;0,8682;0,9144;0,0444;0,0476;0,0478
0,9148;0,8748;0,9179;0,0451;0,0481;0,0477
0,9160;0,8650;0,9239;0,0460;0,0446;0,0519
0,9199;0,8567;0,9255;0,0473;0,0456;0,0494
0,9209;0,8595;0,9257;0,0472;0,0478;0,0469
0,9215;0,8573;0,9201;0,0473;0,0426;0,0435
0,9217;0,8542;0,9277;0,0485;0,0403;0,0407
0,9187;0,8442;0,9353;0,0468;0,0414;0,0444
0,9215;0,8441;0,9308;0,0485;0,0432;0,0471
0,9204;0,8454;0,9282;0,0469;0,0451;0,0435
0,9216;0,8497;0,9309;0,0443;0,0470;0,0506
0,9186;0,8511;0,9340;0,0447;0,0435;0,0536
0,9163;0,8500;0,9326;0,0436;0,0396;0,0551
0,9193;0,8570;0,9253;0,0408;0,0405;0,0574
0,9187;0,8506;0,9280;0,0381;0,0367;0,0512
0,9217;0,8542;0,9285;0,0371;0,0343;0,0477
0,9216;0,8456;0,9324;0,0381;0,0380;0,0498
0,9180;0,8413;0,9312;0,0391;0,0400;0,0491
0,9199;0,8337;0,9280;0,0428;0,0396;0,0488
0,9188;0,8399;0,9305;0,0415;0,0398;0,0481
0,9203;0,8400;0,9316;0,0425;0,0422;0,0448
0,9204;0,8412;0,9286;0,0476;0,0441;0,0450
0,9174;0,8354;0,9273;0,0476;0,0429;0,0482
0,9178;0,8336;0,9165;0,0500;0,0379;0,0500
0,9222;0,8301;0,9149;0,0508;0,0455;0,0503
0,9232;0,8348;0,9172;0,0468;0,0428;0,0554
0,9232;0,8301;0,9197;0,0467;0,0438;0,0559
0,9254;0,8390;0,9258;0,0473;0,0491;0,0573
0,9258;0,8305;0,9261;0,0449;0,0503;0,0601
0,9263;0,8268;0,9258;0,0435;0,0481;0,0581
0,9241;0,8381;0,9283;0,0448;0,0439;0,0539
0,9246;0,8357;0,9422;0,0417;0,0408;0,0508
0,9267;0,8288;0,9412;0,0458;0,0418;0,0510
0,9250;0,8318;0,9332;0,0458;0,0485;0,0492
0,9279;0,8294;0,9374;0,0430;0,0479;0,0513
